date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:59:44	1592708/1592708	---MCZ	200	added ('OK')	text/css	date:Sun,%2026%20Feb%202017%2021:30:15%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/styles/main.css	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/styles/main.css	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
18:59:44	75468/75468	---M-Z	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202017%2021:30:07%20GMT	http://www.clusterthemes.com/demo/insuranced/html/service_opened.html	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/service_opened.html	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
18:59:45	80011/80011	---M-Z	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202017%2021:30:07%20GMT	http://www.clusterthemes.com/demo/insuranced/html/quote.html	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/quote.html	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
18:59:45	64763/64763	---M-Z	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202017%2021:30:02%20GMT	http://www.clusterthemes.com/demo/insuranced/html/case_studies.html	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/case_studies.html	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
18:59:45	63252/63252	---M-Z	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202017%2021:30:02%20GMT	http://www.clusterthemes.com/demo/insuranced/html/case_study.html	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/case_study.html	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
18:59:45	68523/68523	---M-Z	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202017%2021:30:01%20GMT	http://www.clusterthemes.com/demo/insuranced/html/blog.html	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/blog.html	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
18:59:46	66790/66790	---M-Z	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202017%2021:30:06%20GMT	http://www.clusterthemes.com/demo/insuranced/html/post.html	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/post.html	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
18:59:46	76777/76777	---M-Z	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202017%2021:30:01%20GMT	http://www.clusterthemes.com/demo/insuranced/html/careers.html	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/careers.html	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
18:59:47	105991/105991	---M-Z	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202017%2021:30:03%20GMT	http://www.clusterthemes.com/demo/insuranced/html/contact_us.html	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/contact_us.html	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
18:59:48	22045/22045	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20Feb%202017%2021:32:19%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/images/content/why_who/01.jpg	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/images/content/why_who/01.jpg	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
18:59:48	757/757	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Thu,%2022%20Jun%202017%2014:59:48%20GMT	http://www.clusterthemes.com/demo/insuranced/html/.title1	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/.title1	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
18:59:49	757/757	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Thu,%2022%20Jun%202017%2014:59:48%20GMT	http://www.clusterthemes.com/demo/insuranced/html/.title2	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/.title2	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
18:59:49	757/757	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Thu,%2022%20Jun%202017%2014:59:48%20GMT	http://www.clusterthemes.com/demo/insuranced/html/.title3	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/.title3	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
18:59:49	21473/21473	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20Feb%202017%2021:32:19%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/images/content/why_who/02.jpg	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/images/content/why_who/02.jpg	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
18:59:49	757/757	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Thu,%2022%20Jun%202017%2014:59:49%20GMT	http://www.clusterthemes.com/demo/insuranced/html/.title4	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/.title4	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
18:59:49	757/757	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Thu,%2022%20Jun%202017%2014:59:49%20GMT	http://www.clusterthemes.com/demo/insuranced/html/more	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/more	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
18:59:51	1519/1519	---M--	200	added ('OK')	image/png	date:Sun,%2026%20Feb%202017%2021:31:59%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/images/content/partners/p2.png	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/images/content/partners/p2.png	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
18:59:52	2431/2431	---M--	200	added ('OK')	image/png	date:Sun,%2026%20Feb%202017%2021:31:59%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/images/content/partners/p3.png	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/images/content/partners/p3.png	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
18:59:52	1650/1650	---M--	200	added ('OK')	image/png	date:Sun,%2026%20Feb%202017%2021:32:00%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/images/content/partners/p4.png	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/images/content/partners/p4.png	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
18:59:52	1530/1530	---M--	200	added ('OK')	image/png	date:Sun,%2026%20Feb%202017%2021:32:00%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/images/content/partners/p5.png	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/images/content/partners/p5.png	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
18:59:53	1939/1939	---M--	200	added ('OK')	image/png	date:Sun,%2026%20Feb%202017%2021:32:00%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/images/content/partners/p6.png	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/images/content/partners/p6.png	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
18:59:53	2989/2989	---M--	200	added ('OK')	image/png	date:Sun,%2026%20Feb%202017%2021:30:21%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/images/design/logo-footer.png	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/images/design/logo-footer.png	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
18:59:54	6187/6187	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20Feb%202017%2021:31:16%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/images/content/avatar/cl001.jpg	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/images/content/avatar/cl001.jpg	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
18:59:54	61672/61672	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20Feb%202017%2021:32:02%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/images/content/popup/bg2.jpg	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/images/content/popup/bg2.jpg	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
18:59:54	3949/3949	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2026%20Feb%202017%2021:31:12%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/libs/typed/typed.min.js	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/libs/typed/typed.min.js	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
18:59:55	3182/3182	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2026%20Feb%202017%2021:32:50%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/libs/Headhesive.js/dist/headhesive.min.js	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/libs/Headhesive.js/dist/headhesive.min.js	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
18:59:55	6951/6951	---MCZ	200	added ('OK')	text/css	date:Sun,%2026%20Feb%202017%2021:33:07%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/libs/magnific-popup/dist/magnific-popup.css	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/libs/magnific-popup/dist/magnific-popup.css	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
18:59:55	6865/6865	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2026%20Feb%202017%2021:33:31%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/libs/slideout.js/dist/slideout.min.js	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/libs/slideout.js/dist/slideout.min.js	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
18:59:56	4225/4225	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2026%20Feb%202017%2021:33:39%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/libs/youtubeBackground.min/build/jquery.youtubebackground.min.js	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/libs/youtubeBackground.min/build/jquery.youtubebackground.min.js	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
18:59:57	58526/58526	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20Feb%202017%2021:32:02%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/images/content/popup/bg1.jpg	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/images/content/popup/bg1.jpg	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
18:59:57	20216/20216	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2026%20Feb%202017%2021:33:07%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/libs/magnific-popup/dist/jquery.magnific-popup.min.js	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/libs/magnific-popup/dist/jquery.magnific-popup.min.js	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
18:59:57	4460/4460	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2026%20Feb%202017%2021:33:37%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/libs/vide/dist/jquery.vide.min.js	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/libs/vide/dist/jquery.vide.min.js	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
18:59:57	84380/84380	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2026%20Feb%202017%2021:32:58%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/libs/jquery/dist/jquery.min.js	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/libs/jquery/dist/jquery.min.js	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
19:00:01	3989/3989	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2026%20Feb%202017%2021:31:09%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/libs/social-sharing-buttons/social-buttons.js	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/libs/social-sharing-buttons/social-buttons.js	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
19:00:02	5482/5482	---MCZ	200	added ('OK')	text/css	date:Sun,%2026%20Feb%202017%2021:31:08%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/libs/social-sharing-buttons/social-buttons.css	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/libs/social-sharing-buttons/social-buttons.css	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
19:00:03	28935/28935	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2026%20Feb%202017%2021:33:09%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/libs/mixitup/build/jquery.mixitup.min.js	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/libs/mixitup/build/jquery.mixitup.min.js	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
19:00:03	1743/1743	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2026%20Feb%202017%2021:30:43%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/libs/isMobile/isMobile.min.js	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/libs/isMobile/isMobile.min.js	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
19:00:04	2092/2092	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2026%20Feb%202017%2021:32:56%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/libs/isInViewport/lib/isInViewport.min.js	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/libs/isInViewport/lib/isInViewport.min.js	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
19:00:05	20716/20716	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2026%20Feb%202017%2021:33:15%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/libs/progressbar.js/dist/progressbar.min.js	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/libs/progressbar.js/dist/progressbar.min.js	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
19:00:05	3223/3223	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2026%20Feb%202017%2021:35:00%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/libs/tabby/dist/js/tabby.min.js	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/libs/tabby/dist/js/tabby.min.js	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
19:00:05	64982/64982	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2026%20Feb%202017%2021:34:35%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/libs/select2/dist/js/select2.min.js	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/libs/select2/dist/js/select2.min.js	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
19:00:06	10723/10723	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2026%20Feb%202017%2021:32:35%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/libs/blueimp-file-upload/js/jquery.iframe-transport.js	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/libs/blueimp-file-upload/js/jquery.iframe-transport.js	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
19:00:06	63666/63666	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2026%20Feb%202017%2021:32:35%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/libs/blueimp-file-upload/js/jquery.fileupload.js	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/libs/blueimp-file-upload/js/jquery.fileupload.js	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
19:00:07	41953/41953	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2026%20Feb%202017%2021:33:30%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/libs/slick-carousel/slick/slick.min.js	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/libs/slick-carousel/slick/slick.min.js	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
19:00:07	20408/20408	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2026%20Feb%202017%2021:30:52%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/libs/noUiSlider/nouislider.min.js	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/libs/noUiSlider/nouislider.min.js	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
19:00:08	3498/3498	---MCZ	200	added ('OK')	text/css	date:Sun,%2026%20Feb%202017%2021:30:51%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/libs/noUiSlider/nouislider.min.css	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/libs/noUiSlider/nouislider.min.css	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
19:00:08	58284/58284	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2026%20Feb%202017%2021:30:51%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/libs/noUiSlider/nouislider.js	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/libs/noUiSlider/nouislider.js	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
19:00:09	1729/1729	---MCZ	200	added ('OK')	text/css	date:Sun,%2026%20Feb%202017%2021:33:28%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/libs/slick-carousel/slick/slick.css	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/libs/slick-carousel/slick/slick.css	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
19:00:10	30853/30853	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2026%20Feb%202017%2021:30:12%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/scripts/main.js	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/scripts/main.js	(from http://www.clusterthemes.com/demo/insuranced/html/main.html)
19:00:11	790/790	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2026%20Feb%202017%2021:30:24%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/images/design/smiley.svg	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/images/design/smiley.svg	(from http://www.clusterthemes.com/demo/insuranced/html/assets/styles/main.css)
19:00:13	26388/26388	---MCZ	200	added ('OK')	text/plain	date:Sun,%2026%20Feb%202017%2021:30:16%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/fonts/icons/icons.woff	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/fonts/icons/icons.woff	(from http://www.clusterthemes.com/demo/insuranced/html/assets/styles/main.css)
19:00:13	1231/1231	---M--	200	added ('OK')	image/png	date:Sun,%2026%20Feb%202017%2021:32:24%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/images/design/patterns/pattern-light.png	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/images/design/patterns/pattern-light.png	(from http://www.clusterthemes.com/demo/insuranced/html/assets/styles/main.css)
19:00:18	83588/83588	---MCZ	200	added ('OK')	text/plain	date:Sun,%2026%20Feb%202017%2021:30:15%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/fonts/font_awesome/fontawesome-webfont.woff?v=4.5.0	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/fonts/font_awesome/fontawesome-webfont3295.woff	(from http://www.clusterthemes.com/demo/insuranced/html/assets/styles/main.css)
19:00:25	99880/99880	---MCZ	200	added ('OK')	text/plain	date:Sun,%2026%20Feb%202017%2021:30:14%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/fonts/budicon/budicon.woff?42886572	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/fonts/budicon/budicon8122.woff	(from http://www.clusterthemes.com/demo/insuranced/html/assets/styles/main.css)
19:00:56	237724/237724	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20Feb%202017%2021:30:20%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/images/design/footer.jpg	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/images/design/footer.jpg	(from http://www.clusterthemes.com/demo/insuranced/html/assets/styles/main.css)
19:00:57	193387/193387	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20Feb%202017%2021:32:15%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/images/content/slide_simple/slide_simple_bg.jpg	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/images/content/slide_simple/slide_simple_bg.jpg	(from http://www.clusterthemes.com/demo/insuranced/html/assets/styles/main.css)
19:00:58	8686/8686	---M--	200	added ('OK')	image/png	date:Sun,%2026%20Feb%202017%2021:30:09%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/images/banner1.png	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/images/banner1.png	(from http://www.clusterthemes.com/demo/insuranced/html/assets/styles/main.css)
19:00:59	9352/9352	---M--	200	added ('OK')	image/png	date:Sun,%2026%20Feb%202017%2021:30:10%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/images/banner2.png	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/images/banner2.png	(from http://www.clusterthemes.com/demo/insuranced/html/assets/styles/main.css)
19:01:05	330022/330022	---M--	200	added ('OK')	image/png	date:Sun,%2026%20Feb%202017%2021:32:25%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/images/design/patterns/pattern-dark.png	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/images/design/patterns/pattern-dark.png	(from http://www.clusterthemes.com/demo/insuranced/html/assets/styles/main.css)
19:01:14	47609/47609	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20Feb%202017%2021:31:28%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/images/content/case_studies/a1.jpg	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/images/content/case_studies/a1.jpg	(from http://www.clusterthemes.com/demo/insuranced/html/assets/styles/main.css)
19:01:20	127279/127279	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20Feb%202017%2021:30:23%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/images/design/promo_detailed_bg.jpg	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/images/design/promo_detailed_bg.jpg	(from http://www.clusterthemes.com/demo/insuranced/html/assets/styles/main.css)
19:01:31	202068/202068	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20Feb%202017%2021:30:23%20GMT	http://www.clusterthemes.com/demo/insuranced/html/assets/images/design/promo_banner_bg.jpg	C:/Users/P501/Desktop/ogguug2/qw/www.clusterthemes.com/demo/insuranced/html/assets/images/design/promo_banner_bg.jpg	(from http://www.clusterthemes.com/demo/insuranced/html/assets/styles/main.css)
